brand_info,item_no_or_size,ratings,feedback,price,oz_at_price,options,fragrance_info,limited_edition,image_url,url,image_filename,dominant_color
"['Dior', 'JOY by Dior']","['ITEM ', '2118214']","[['5 stars', '13', '4 stars', '6', '3 stars', '5', '2 stars', '7', '1 star', '7']]","[['37 reviews'], ['2530', ' loves']]",['$100.00'],['1.7 oz/ 50 mL Eau de Parfum Spray'],"['Standard size', '1.0 oz/ 30 mL Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.0 oz/ 90 mL Eau de Parfum Spray']","['Fragrance Family:', ' Floral', 'Scent Type:', ' Warm Florals', 'Key Notes:', ' Mandarin, Sandalwood, White Musk', 'About:', ' Discover the new fragrance JOY by Dior. The feeling of joy is finally captured in a perfume with enveloping softness and energy. Shining with the vibrant smile of flowers and citrus fruits, the smooth caress of wood, and the serenity of musks, the fragrance is faceted with a thousand enveloping nuances that lead to an immediate, simple expression.', 'What else you need to know:', '""JOY by Dior expresses the remarkable feeling of joy through an interpretation of light. This perfume resembles certain pointillist paintings that are rich with a precise, yet not too obvious, technique.  This perfume is constructed in a similar manner thanks to multiple nuances and myriad facets, which lead to a crystal-clear fragrance expression.""—François Demachy, Dior Perfumer-Creator']",True,/productimages/sku/s2118214-main-Lhero.jpg,https://www.sephora.com/product/joy-by-dior-P435915?icid2=products,s2118214-main-Lhero.jpg,"(225, 206, 213)"
"['Versace', 'Bright Crystal']","['ITEM ', '1063619']","[['5 stars', '1204', '4 stars', '270', '3 stars', '85', '2 stars', '44', '1 star', '34']]","[['1K reviews'], ['60K', ' loves']]",['$95.00'],['3 oz/ 90 mL Eau de Toilette Spray'],"['Standard size', '1 oz/ 30 mL Eau de Toilette Spray', '1.7 oz/ 50 mL Eau de Toilette Spray', '3 oz/ 90 mL Eau de Toilette Spray', 'Mini size', '0.3 oz/ 10 mL Eau de Toilette Rollerball', '0.34 oz/ 10 mL Eau de Toilette Spray', 'Value size', '6.7 oz/ 198 mL Eau de Toilette Spray']","[""Inspired by a mixture of Donatella Versace's favorite floral fragrances, Bright Crystal is a fresh, sensual blend of refreshing chilled yuzu and pomegranate mingled with soothing blossoms of peony, magnolia, and lotus flower, warmed with notes of musk and amber."", 'Notes:', 'Iced Accord, Yuzu, Pomegranate, Peony, Magnolia, Lotus Flower, Acajou, Vegetal Amber, Musk.', 'Style:', ' Sheer. Sensual. Luminous.']",True,/productimages/sku/s1063619-main-Lhero.jpg,https://www.sephora.com/product/bright-crystal-P163103?icid2=products,s1063619-main-Lhero.jpg,"(234, 215, 219)"
"['TOM FORD', 'Black Orchid']","['ITEM ', '1007723']","[['5 stars', '683', '4 stars', '85', '3 stars', '44', '2 stars', '36', '1 star', '101']]","[['945 reviews'], ['20K', ' loves']]",['$125.00'],['1.7 oz/ 50 mL Eau de Parfum Spray'],"['Standard size', '1 oz/ 30 mL Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', 'Mini size', '0.33 oz/10 mL Eau de Parfum Travel Spray', '0.2 oz Eau de Parfum Touch Point']","['Fragrance Family:', '\n', ' Floral\n', '\n', 'Scent Type:', '\n', ' Warm Florals\n', '\n', 'Key Notes:', '\n', ' Incense, Orchid, Patchouli, Sandalwood\n', '\n', 'About:', '\n', ' A luxurious and sensual fragrance of rich, dark accords and an alluring potion of black orchids and spice, TOM FORD Black Orchid is both modern and timeless. Bottled in fluted, black glass, Black Orchid makes an unforgettable statement of iconic style and worldly glamour.\n', 'Have questions about this TOM FORD product? Give Sephora’s Beauty Advisors a call at 855-557-6845 or send us an email at TomFord@sephora.com  to get personalized advice on how to use this product or assistance with any Tom Ford product']",True,/productimages/sku/s1007723-main-Lhero.jpg,https://www.sephora.com/product/black-orchid-P183301?icid2=products,s1007723-main-Lhero.jpg,"(20, 20, 22)"
"['Dior', ""J'adore Eau de Parfum""]","['ITEM ', '420570']","[['5 stars', '717', '4 stars', '119', '3 stars', '38', '2 stars', '23', '1 star', '22']]","[['919 reviews'], ['30K', ' loves']]",['$100.00'],['1.7 oz/ 50 mL Eau de Parfum Spray'],"['Standard size', '1 oz/ 30 mL Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', '5.0 oz/ 148 mL Eau de Parfum Spray']","['Fragrance Family:', ' Floral', 'Scent Type:', ' Fruity Florals', 'Key Notes:', ' Ylang-Ylang, Damascus Rose, Jasmine', 'About:', ' The ultimate expression of femininity and luxury. This eau de parfum opens with the exotic, floral-fruity notes of ylang-ylang. Damascus Rose and a duo of jasmines—jasmine grandiflorum and Indian jasmine sambac—exude a seductive warmth. It is sensual without being too heavy, floral yet mysterious. A confident signature to celebrate your feminine allure.', ' ""J\'adore invents a flower that doesn\'t exist, an ideal.""—François Demachy, Dior Perfumer-Creator.', 'The name means ""I love."" It is an exalted exclamation that bursts out: ""J\'adore!"" ']",True,/productimages/sku/s420570-main-Lhero.jpg,https://www.sephora.com/product/j-adore-eau-de-parfum-P6430?icid2=products,s420570-main-Lhero.jpg,"(243, 226, 190)"
"['Jo Malone London', 'English Pear & Freesia Cologne']","['ITEM ', '1946680']","[['5 stars', '43', '4 stars', '10', '3 stars', '2', '2 stars', '4', '1 star', '5']]","[['64 reviews'], ['10K', ' loves']]",['$136.00'],['3.4 oz/ 100 mL  Spray'],"['Standard size', '1.0 oz/ 30 mL  Spray', '3.4 oz/ 100 mL  Spray']","['Fragrance Family:', '\n', ' Floral \n', '\n', 'Scent Type:', '\n', ' Fruity Florals\n', '\n', 'Key Notes:', '\n', ' King William Pear, Freesia, Patchouli\n', '\n', 'About:', '\n', 'Capturing the essence of autumn, the sensuous freshness of just-ripe pears is wrapped in a bouquet of white freesias and mellowed by amber, patchouli, and woods for a luscious and golden olfactory sensation.\n', '\n', 'What else you need to know:', '\n', ' From colognes and candles to bath and body care, each Jo Malone London product comes presented in their signature gift box and ribbon.\n']",True,/productimages/sku/s1946680-main-Lhero.jpg,https://www.sephora.com/product/english-pear-freesia-cologne-P417180?icid2=products,s1946680-main-Lhero.jpg,"(225, 224, 221)"
"['MAISON MARGIELA', '’REPLICA’ By The Fireplace']","['ITEM ', '1788058']","[['5 stars', '326', '4 stars', '46', '3 stars', '19', '2 stars', '14', '1 star', '38']]","[['443 reviews'], ['10K', ' loves']]",['$126.00'],['3.4 oz/ 100 mL Eau de Toilette Spray'],"['Standard size', '3.4 oz/ 100 mL Eau de Toilette Spray', 'Mini size', '0.34 oz/ 10 mL Eau de Toilette Travel Spray']","['Fragrance Family:', ' Warm & Spicy\n', 'Scent Type:', ' Warm & Sweet Gourmands \n', 'Key Notes:', 'Clove Oil, Chestnut Accord, Vanilla Accord  \n', 'About:', 'By the Fireplace is a warm and spicy fragrance that evokes the comforting sensation of a crackling fireplace beside a frosted winter landscape with enveloping notes of clove, chestnut, and vanilla accord.\n', ' Day breaks and the brightness of newly fallen snow paint a shivery winter landscape beside frosted windowpanes. Inside, flames from a crackling fireplace toast dry woods and chestnut, casting a soft and warm sensation. Enveloping notes of clove and vanilla create an addictive wake of aromas. \n', 'By the Fireplace is a warm and sweet gourmand fragrance that gives off the impression of comfort and sensuality. Full and rich in depth, this long-lasting Eau de Toilette fragrance resides within the REPLICA Memories Collection—a family of scents designed to evoke personal memories that each one of us can recall.\n', 'What else you need to know:', 'Using the bottle’s convenient no-cap pump, spray fragrance onto pulse points. To wardrobe your fragrance, layer REPLICA Filter Blur convey a softer fantasy. Take your fragrance from day to night by layering REPLICA Filter Glow to brighten and accentuate your fragrance.\n', 'The silhouette of each REPLICA bottle is inspired by classic apothecary jars, allowing the collection to be instantly identifiable. Each bottle carries a 100 percent cotton label, which is printed using black ink text and resembles the tags used on the clothing and accessories for the REPLICA couture collection. The unique pumps are wrapped with a rope to symbolize the authentic reproduction of the original REPLICA couture line. The same label concept is carried onto the packaging of each fragrance. Each carton label is associated with a Polaroid photograph; a fleeting moment captured in muted colors and soft light—a poetic allusion to the story behind each fragrance.\n  \n\n']",True,/productimages/sku/s1788058-main-Lhero.jpg,https://www.sephora.com/product/replica-by-fireplace-P404758?icid2=products,s1788058-main-Lhero.jpg,"(230, 224, 216)"
"['Stella McCartney', 'Stella']","['ITEM ', '1646439']","[['5 stars', '1270', '4 stars', '229', '3 stars', '79', '2 stars', '34', '1 star', '29']]","[['1K reviews'], ['30K', ' loves']]",['$97.00'],['3.3 oz/ 100 mL Eau de Parfum Spray'],"['Standard size', '1 oz/ 30 mL Eau de Parfum Spray', '1.6 oz/ 50 mL Eau de Parfum Spray', '3.3 oz/ 100 mL Eau de Parfum Spray']","[""The first scent from Stella McCartney, STELLA, is a homage to the English rose, and an effortless expression of femininity. The refined floral evokes a rose in full bloom in a traditional English garden with a sultry amber contrast. Beautiful and unapologetically feminine, STELLA's scent composition is approachable and enduring. \n"", '\n', 'Soft rosy floral top notes drive the fragrance, subtly balanced with sharp, fresh mandarin essence and light peony flower. Intensifying and elongating the opening notes, the heart is pure rose, to represent absolute femininity. Stella’s base notes give a strong, sensual finish. Resonating up through the rose accord, the masculinity of the amber contrasts the floral side, making it bold with a sensual finish.\n', '\n', 'The fragrance is contained in a faceted bottle inspired by an amethyst crystal, radiating an ombre of plum hues designed by Stella McCartney.\n', '\n', 'Notes:', '\n', 'Rose, Peony Flower, Mandarin, Rose Absolute, Amber.\n', 'Style:', '\n', ' Sensual. Intense. Feminine.\n']",True,/productimages/sku/s1646439-main-Lhero.jpg,https://www.sephora.com/product/stella-P50714?skuId=1646439&icid2=products,s1646439-main-Lhero.jpg,"(38, 21, 24)"
"['CHANEL', 'N°5 Parfum']","['ITEM ', '43687']","[['5 stars', '3', '4 stars', '1', '3 stars', '0', '2 stars', '0', '1 star', '1']]","[['5 reviews'], ['3466', ' loves']]",['$130.00'],"[<span class=""css-blx10h"" comps=""[object Object]"" data-comp=""Text"">only a few left<!-- --> - </span>, '0.25 oz Parfum ']","['Standard size', '0.25 oz Parfum ', 'Mini size', '0.5 oz Parfum ']","[""The now and forever fragrance. The ultimate in femininity. N°5 continues to inspire devotion and garner acclaim, recently winning Allure Magazine's Reader's Choice Award for Best Classic Fragrance. In parfum form — the most powerful, long-lasting concentration of fragrance — N°5 is elevated to the fullest expression of the perfumer's art. The Classic Bottle is an attractive addition to any dressing table. ""]",True,/productimages/sku/s43687-main-Lhero.jpg,https://www.sephora.com/product/chanel-n5-parfum-P12481?icid2=products,s43687-main-Lhero.jpg,"(239, 231, 200)"
"['Chloé', 'Chloé Eau de Parfum']","['ITEM ', '1284025']","[['5 stars', '1264', '4 stars', '176', '3 stars', '66', '2 stars', '30', '1 star', '69']]","[['1K reviews'], ['60K', ' loves']]",['$30.00'],['0.2 oz/ 6 mL Eau de Parfum Rollerball'],"['Standard size', '1 oz/ 30 mL Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '2.5 oz/ 75 mL Eau de Parfum Spray', 'Mini size', '0.2 oz/ 6 mL Eau de Parfum Rollerball']","['Fragrance Family:', ' Floral', 'Scent Type:', ' Powdery Florals', 'Key Notes:', ' Peony, Rose, Honey, Cedarwood', 'About:', ' Chloé Eau de Parfum captures the creative, confident individuality of the Chloé woman. It is a fresh and feminine fragrance suited to a free spirit with an utterly innate sense of chic. ', 'The scent takes the classic rose and ingeniously translates it into a vibrant perfume, intimate and sensual. Chloé Eau de Parfum begins with a combination of floral powdery notes: hints of peony, lychee, and springtime freesia. The airy, flirtatious head notes drift away to reveal the richer and more sensual side of the rose. The distinctive character of this unique rose is accompanied by magnolia and lily of the valley, as well as subtle intimations of warm amber and elegant cedarwood. ', 'The fragrance is enclosed in a modern, delicately pleated bottle adorned with a hand-tied ribbon.', 'What else you need to know:', ' Freedom, lightness and femininity: these are the principles on which Chloé was founded in Paris more than 60 years ago. Today Chloé’s vision of romantic, effortless chic lives in ready-to-wear, accessories, and fragrances.']",True,/productimages/sku/s1284025-main-Lhero.jpg,https://www.sephora.com/product/chloe-eau-de-parfum-P256308?icid2=products,s1284025-main-Lhero.jpg,"(237, 235, 234)"
"['Marc Jacobs Fragrances', 'Daisy & Daisy Eau So Fresh Mini Set']","['ITEM ', '2037034']","[['5 stars', '28', '4 stars', '8', '3 stars', '3', '2 stars', '0', '1 star', '0']]","[['39 reviews'], ['10K', ' loves']]",['$20.00'],,,"[""Enter the world of Daisy: fresh and feminine, with a playful innocence. The heart of Daisy is floral with vintage edge of violet. Sophisticated, with a touch of whimsy, violet captures the eclectic, timeless flavor of Marc Jacobs' groundbreaking feminine designs. Always elegant, always enchanting—but not too serious—Daisy is a sparkling floral bouquet, spirited and fresh, wrapped in comfort and warmth.\n"", "" Sophisticated but not too serious, Daisy Eau So Fresh sparkles with a sunny, vibrant energy. A spirited incarnation of the original Daisy, this fragrance excites the senses with a bright elegance and whimsical charm. Like the woman who wears it, Daisy Eau So Fresh inspires boldness and femininity, sweetness and unpredictability. The scent's enticing top notes of raspberry and grapefruit sparkle on the skin like sunshine, deepening into a sensuous heart of wild rose and a musky, sophisticated finish of warm plum and cedarwood.\n     \n"", 'This set contains:', '- 2 x 0.13 oz/ 4 mL Eau de Toilette Dabbers in Daisy, Daisy Eau so Fresh\n\n\n']",True,/productimages/sku/s2037034-main-Lhero.jpg,https://www.sephora.com/product/daisy-daisy-eau-so-fresh-mini-set-P428064?icid2=products,s2037034-main-Lhero.jpg,"(225, 218, 209)"
"['TOM FORD', 'Oud Wood ']","['ITEM ', '1565928']","[['5 stars', '36', '4 stars', '10', '3 stars', '3', '2 stars', '3', '1 star', '3']]","[['55 reviews'], ['7320', ' loves']]",['$605.00'],['8.4 oz/ 248 mL Eau de Parfum Decanter'],"['Standard size', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', '8.4 oz/ 248 mL Eau de Parfum Decanter', '1 oz/ 30 mL Eau de Parfum Spray', 'Mini size', '0.3 oz/ 10 mL Spray Eau de Parfum']","['Oud wood is one of the most rare, precious, and expensive ingredients in a perfumer’s arsenal. Exotic rosewood and cardamom give way to a smoky blend of rare oud wood, sandalwood, and vetiver. Tonka bean and amber add warmth and sensuality.\n', '\n', 'Notes:', '\n', 'Rare Oud Wood, Sandalwood, Chinese Pepper, Rosewood, Tonka Bean, Vanilla.\n ', 'Style:', '\n', 'Rare. Exotic. Distinctive.\n', 'Have questions about this TOM FORD product? Give Sephora’s Beauty Advisors a call at 855-557-6845 or send us an email at TomFord@sephora.com  to get personalized advice on how to use this product or assistance with any Tom Ford product']",True,/productimages/sku/s1565928-main-Lhero.jpg,https://www.sephora.com/product/oud-wood-P393167?icid2=products,s1565928-main-Lhero.jpg,"(115, 112, 102)"
