brand_info,item_no_or_size,ratings,feedback,price,oz_at_price,options,fragrance_info,limited_edition,image_url,url,image_filename,dominant_color
"['MAISON MARGIELA', '’REPLICA’ Jazz Club']","['ITEM ', '1602259']","[['5 stars', '244', '4 stars', '43', '3 stars', '9', '2 stars', '11', '1 star', '4']]","[['309 reviews'], ['10K', ' loves']]",['$126.00'],['3.4 oz/ 100 mL Eau de Toilette Spray'],"['Standard size', '3.4 oz/ 100 mL Eau de Toilette Spray', 'Mini size', '0.34 oz/ 10 mL Eau de Toilette Spray']","['Fragrance Family:', ' Warm & Spicy', 'Scent Type:', ' Woody Spices', 'Key Notes:', ' Pink Pepper, Rum Absolute, Tobacco Leaf Absolute', 'About:', ' Jazz Club is a woody and spicy fragrance that reminisces of an anthology of classic cocktails and coppery tones through balmy, rich notes of rum absolute blended with an underscore of tobacco leaf absolute.', 'The tradition has been immortalized through the generations, passing down the address of this hidden Brooklyn jazz club. An anthology of classic notes and coppery tones flow through a familiar and comfortable atmosphere. Rum cocktails with spiced, full-bodied aromatics and bright lemon garnish pass from hand to wooden table. Sink deep into the leather armchair, where the faint, sweet scent of tobacco lingers while subdued lighting reflects off of the glaze of a piano. ', 'Jazz Club is a signature blend that gives the impression of richness and sensuality. This ample eau de toilette fragrance resides within the ‘REPLICA’ Memories Collection—a family of scents designed to evoke personal memories that each one of us can recall. ', 'What else you need to know:', ' The silhouette of each ‘REPLICA’ bottle is inspired by classic apothecary jars, allowing the collection to be instantly identifiable. Each bottle carries a 100 percent cotton label, which is printed using black ink text and resembles the tags used on the clothing and accessories for the ‘REPLICA’ couture collection. The unique pumps are wrapped with a rope to symbolize the authentic reproduction of the original ‘REPLICA’ couture line.', ' The same label concept is carried onto the packaging of each fragrance. Each carton label is associated with a polaroid photograph depicting a fleeting moment captured in muted colors and soft light: a poetic allusion to the story behind each fragrance.', 'To wardrobe your fragrance, layer ‘REPLICA’ Filter Blur to convey a softer memory. Take your fragrance from day to night by layering ‘REPLICA’ Filter Glow to brighten and accentuate your fragrance.']",True,/productimages/sku/s1602259-main-Lhero.jpg,https://www.sephora.com/product/replica-jazz-club-P385350?icid2=products,s1602259-main-Lhero.jpg,"(209, 206, 202)"
"['TOM FORD', 'Ombre Leather']","['ITEM ', '2101319']","[['5 stars', '14', '4 stars', '2', '3 stars', '0', '2 stars', '0', '1 star', '1']]","[['15 reviews'], ['1273', ' loves']]",['$125.00'],['1.7 oz/ 50 mL Eau de Parfum Spray'],"['Standard size', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.3 oz/ 100 mL Eau de Parfum Spray']","['Fragrance Family:', ' Warm & Spicy', 'Scent Type:', ' Woody Spice', 'Key Notes:', ' Jasmine Sambac, Black Leather, White Moss', 'About:', ' Floral leather and cool spices reveal an untethered scent for men and women.—vast, untethered, and driven.', 'Freedom comes from within, the desert heart of the west is wrapped in leather. It moves forward, untethered, through the still air of wide-open space. Dust on wind, skin on skin, Ombré Leather reveals itself like a landscape in layers, where stretches of rock transform into sunrise blonde low on the horizon.', 'What else you need to know:', '""Ombré Leather is a deeply textural scent that imprints you with a tactile sensuality. It makes one feel different, beautiful and desired.""—TOM FORD ']",True,/productimages/sku/s2101319-main-Lhero.jpg,https://www.sephora.com/product/ombre-leather-P433663?icid2=products,s2101319-main-Lhero.jpg,"(43, 43, 43)"
"['Atelier Cologne', 'Vanille Insensée Cologne Absolue Pure Perfume ']","['ITEM ', '1499177']","[['5 stars', '204', '4 stars', '40', '3 stars', '15', '2 stars', '17', '1 star', '32']]","[['306 reviews'], ['10K', ' loves']]",['$140.00'],['3.3 oz/ 100 mL Cologne Absolue Pure Perfume  Spray'],"['Standard size', '1 oz/ 30 mL Cologne Absolue Pure Perfume  Spray', '3.3 oz/ 100 mL Cologne Absolue Pure Perfume  Spray', 'Mini size', '0.34 oz/ 10 mL Colognee Pure Perfume Spray', 'Value size', '6.7 oz/ 200 mL Cologne Absolue Pure Perfume  Spray']","['Vanille Insensée, an electrical current runs through the subtle sweetness of vanilla, jasmine, and fresh lime to bond with rich oak moss, woods, and spicy coriander. Complete with a handcrafted leather cap and a removable pump that allows for splash or spray use, this cologne brings to mind breathtaking and magical moments. \n', '""He wove through the crowd when suddenly his heart quickened. That scent. It was hers. He had worn it first until she stole it for herself. Now, there she was before him and the magic of years past came flooding back in a moment.""\n\n', 'Notes:', 'Lime, Cedrat, Coriander, Jasmine, Vetiver, Oak Moss, Vanilla, Oak Wood, Amber. \n\n', 'Style:', ' Magical. Evocative. Electric.  \n']",True,/productimages/sku/s1499177-main-Lhero.jpg,https://www.sephora.com/product/vanille-insensee-cologne-absolue-P375819?icid2=products,s1499177-main-Lhero.jpg,"(231, 230, 219)"
"['Yves Saint Laurent', ""L'Homme""]","['ITEM ', '987917']","[['5 stars', '726', '4 stars', '71', '3 stars', '11', '2 stars', '4', '1 star', '3']]","[['815 reviews'], ['10K', ' loves']]",['$72.00'],['2 oz/ 60 mL Eau de Toilette Spray'],"['Standard size', '1.3 oz Eau de Toilette Spray', '2 oz/ 60 mL Eau de Toilette Spray', '3.3 oz/ 100 mL Eau de Toilette Spray', 'Value size', '6.7 oz/ 200 mL Eau de Toilette Spray']","['Infused with the force of attraction of a man with style and sensuality, this fresh, woody fragrance is effervescent with bright, sparkling notes of bergamot, ginger, and vetiver. A fragrance of contrasts it is a unique combination of luxury, art, and modernity that exudes a timeless elegance.', 'Notes:', 'Bergamot, Cedar, Ozonic Notes, White Ginger, Basil Flower, White Pepper, Violet Leaves, Cedarwood, Haiti Vetiver, Tonka Bean.', 'Style:', 'Magnetic. Sensual. Intriguing.']",True,/productimages/sku/s987917-main-Lhero.jpg,https://www.sephora.com/product/l-homme-P180727?icid2=products,s987917-main-Lhero.jpg,"(216, 215, 194)"
"['BVLGARI', 'Eau Parfumée Au Thé Blanc']","['ITEM ', '666107']","[['5 stars', '152', '4 stars', '21', '3 stars', '11', '2 stars', '1', '1 star', '3']]","[['188 reviews'], ['7633', ' loves']]",['$72.00'],['1.33 oz/ 40 mL Eau de Cologne Spray'],"['Standard size', '1.33 oz/ 40 mL Eau de Cologne Spray', '2.5 oz/ 75 mL Eau de Cologne Spray']","['Fragrance Family:', ' Earthy & Woody', 'Scent Type:', ' Citrus & Woods', 'Key Notes:', ' Artemisia, Musk, White Tea', 'About:', '  Both men and women can wear this delicate, soothing, white tea scent with white pepper accents, day or evening. White tea, the inspiration and main ingredient, has been used in China as an elixir of youth for centuries because of its antioxidant and revitalizing properties. Cultivated only a few times per year, this rare essence invokes an overall sense of wellbeing.', 'What else you need to know:', 'Eau Parfumée Au Thé Blanc is a clean signature scent and Bulgari cult classic, inspired by soothing and intimate Chinese tea ceremonies.']",True,/productimages/sku/s666107-main-Lhero.jpg,https://www.sephora.com/product/eau-parfumee-au-the-blanc-P40576?icid2=products,s666107-main-Lhero.jpg,"(210, 207, 206)"
"['Viktor&Rolf', 'Spicebomb']","['ITEM ', '1463199']","[['5 stars', '371', '4 stars', '37', '3 stars', '9', '2 stars', '9', '1 star', '13']]","[['439 reviews'], ['10K', ' loves']]",['$92.00'],['1.7 oz/ 50 mL Eau de Toilette Spray'],"['Standard size', '1.7 oz/ 50 mL Eau de Toilette Spray', '3.04 oz/ 90 mL Eau de Toilette Spray', 'Mini size', '0.68 oz/ 20 mL Eau de Toilette Spray', 'Value size', '5 oz/ 150 mL Eau de Toilette Spray']","['In 2005, Viktor&Rolf launched its first bomb: a profusion of flowers in a feminine perfume, sensual to the point of excess—Flowerbomb. Today, it is the turn of the masculine codes of perfumery to be dynamited: Spicebomb offers us the promise of a concentrate with an explosive personality. Deliberately powerful, exaggeratedly sensual, decidedly audacious.\n', 'The bottle, a reworked custom-built grenade for a perfume made up of explosive scents, is encircled by a black band that cannot contain the force of the fragrance. An olfactory explosion is ineluctable.\n', 'An explosive encounter between two accords with detonating tones: the first, explosive, fuses zesty, fresh notes while the cold spices leave their icy bite. The second, addictive, combines a middle note of incandescent spices with a wholly masculine combination of leather and tobacco as well as the brute force of vetiver.\n\n', 'Notes:', 'Bergamot, Grapefruit, Cinnamon Leaf, Pink\nPepper, Lavandin, Chilli, Saffron, Elemi, Vetiver, Balsam Fir, Tobacco Accord, White\nLeather Accord.\n\n', 'Style:', 'Explosive. Addictive. Seductive.\n\n']",True,/productimages/sku/s1463199-main-Lhero.jpg,https://www.sephora.com/product/spicebomb-P376737?icid2=products,s1463199-main-Lhero.jpg,"(50, 50, 49)"
"['Versace', 'Dylan Blue']","['ITEM ', '1988245']","[['5 stars', '61', '4 stars', '6', '3 stars', '1', '2 stars', '2', '1 star', '2']]","[['72 reviews'], ['4277', ' loves']]","['$118.00', <div class=""css-9fv2tr"" comps=""[object Object]"" data-comp=""Box"">($170.00 value)</div>]",['6.7 oz/ 200 mL Eau de Toilette Spray'],"['Standard size', '0.33 oz/ 10 mL Eau de Toilette Travel Spray', '1.7 oz/ 50 mL Eau de Toilette Spray', '3.4 oz/ 100 mL Eau de Toilette Spray', '6.7 oz/ 200 mL Eau de Toilette Spray']","['New and exquisite qualities of natural citrus, aquatic notes, and violet leaves combine with modern hints of fig leaf to give an incisive, Mediterranean freshness.', 'The classic bottle features bright blue and gold that guards the precious new fragrance for him.  The design of painted glass reinterprets the color blue as an allusion to the Mediterranean Sea and its culture: modern, fresh, incisive, intense, profound, and sensual.', 'Notes:', ' Bergamot, Grapefruit, Aquatic Notes, Fig Leaves, Violet Leaves, Black Pepper, Papyrus Wood, Patchouli Bio, Mineral Musk, Tonka Bean, Saffron.', 'Style:', 'Masculine. Sexy. Powerful.']",True,/productimages/sku/s1988245-main-Lhero.jpg,https://www.sephora.com/product/dylan-blue-P411325?icid2=products,s1988245-main-Lhero.jpg,"(21, 25, 71)"
"['Paco Rabanne', '1 Million']","['ITEM ', '1200773']","[['5 stars', '301', '4 stars', '40', '3 stars', '7', '2 stars', '6', '1 star', '6']]","[['360 reviews'], ['6497', ' loves']]",['$88.00'],['3.4 oz/ 100 mL Eau de Toilette Spray'],"['Standard size', '1.7 oz/ 50 mL Eau de Toilette Spray', '3.4 oz/ 100 mL Eau de Toilette Spray', 'Value size', '6.8 oz/ 200 mL Eau de Toilette Spray']","['This high-impact fragrance creates a multifaceted signature of masculinity. The freshness of grapefruit invites you into this audacious scent, combining in the top notes with mint and blood mandarin. Striking and assertive middle notes follow with a refined yet virile combination of rose, cinnamon, and spicy notes. The base notes evoke the ultimate velvety harmony of leather, white wood, amber and Indonesian patchouli essences. Once combined, the result is not merely one fragrance but an elegant, one-of-a kind intermingling of essences.', 'For the iconic bottle, the house of Paco Rabanne tapped the famous industrial designer Noé Duchaufour-Lawrance. Referencing Rabanne\'s legendary use of metallic colors in fashion, this bottle reinterprets the simple yet breathtakingly beautiful bar of gold. Its ""Wild West"" type design is a masculine tribute to the pioneers of our childhood memories. ', 'Notes:', 'Frosted Grapefruit, Blood Mandarin, Peppermint, Rose Absolute, Musk, Cinnamon Bark, Blond Leather, Tonka Bean, Patchouli, White Wood, Amber Ketal.', 'Style:', 'Fresh. Spicy. Leather.']",True,/productimages/sku/s1200773-main-Lhero.jpg,https://www.sephora.com/product/1-million-P269120?icid2=products,s1200773-main-Lhero.jpg,"(234, 192, 105)"
"['Elizabeth and James', 'Nirvana Bourbon']","['ITEM ', '1912567']","[['5 stars', '370', '4 stars', '82', '3 stars', '49', '2 stars', '31', '1 star', '43']]","[['575 reviews'], ['10K', ' loves']]",['$110.00'],['3.4 oz/ 100 mL Eau de Parfum Spray'],"['Standard size', '1 oz/ 30 mL Eau de Parfum Spray', '1.7 oz/ 50 mL Eau de Parfum Spray', '3.4 oz/ 100 mL Eau de Parfum Spray', 'Mini size', '0.34 oz/ 10 mL Eau de Parfum Rollerball']","['Fragrance Family:', ' Warm and Spicy', 'Scent Type:', ' Woody Spices', 'Key Notes:', '  Tuberose, Oakwood, Bourbon Vanilla', 'About:', ' Intoxicating and ever-so-sexy, Nirvana Bourbon takes you to a warm and cozy evening. With a blend of vanilla bourbon, oakwood, and tuberose, this eau de parfum is a full-bodied glass of your favorite. Smoky with a hint of sweetness, this provocative fragrance brings passion to life’s little moments of nirvana. ', 'What else you need to know:', 'Elizabeth and James Nirvana is a timeless yet contemporary collection of fragrances with a sophisticated edge. A celebration of ""new nostalgia,"" each fragrance reinvents classic notes and infuses them with surprising and modern combinations. The result is a collection of perfumes that are distinctive, versatile, and completely individual—as individual as Nirvana. The Elizabeth and James Nirvana fragrance collection represents the ultimate state of happiness: an idyllic memory, feeling, moment, or experience. ']",True,/productimages/sku/s1912567-main-Lhero.jpg,https://www.sephora.com/product/nirvana-bourbon-P410640?skuId=1912567&icid2=products,s1912567-main-Lhero.jpg,"(70, 33, 22)"
"['Yves Saint Laurent', 'Y Eau de Toilette']","['ITEM ', '1960673']","[['5 stars', '76', '4 stars', '12', '3 stars', '3', '2 stars', '0', '1 star', '2']]","[['93 reviews'], ['2619', ' loves']]",['$75.00'],['2.0 oz/ 60 mL Eau de Toilette Spray'],"['Standard size', '2.0 oz/ 60 mL Eau de Toilette Spray', '3.3 oz/ 100 mL Eau de Toilette Spray', '1.3 oz/ 40 mL Eau de Toilette Spray']","['Fragrance Family:', '\n', ' Earthy & Woody\n', '\n', 'Scent Type:', '\n', ' Citrus & Woods\n', '\n', 'Key Notes:', '\n', ' Bergamot, Sage, Cedarwood\n', '\n', 'About:', '\n', 'Inspired by the iconic Yves Saint Laurent white t-shirt and black jacket, Y Eau de Toilette represents a balance between freshness and strength. Like a crisp white t-shirt, notes of bergamot, sage, and ginger offer a sharp juicy freshness to challenge convention and exceed all expectations. At its base, soft notes of balsam fir, cedarwood, and marine ambergris embody the subtle power of a tailored black jacket that is refined, chic, and surprisingly powerful. An authentic and bold creation, Y is masculinity redefined.    \n', '\n', 'What else you need to know:', '\n', ' The bottle is an expression of modern, creative masculinity. Sliced through with a metal ‘Y’, it provides a link to the heritage of the Yves Saint Laurent brand.\n', '\n', 'Y is the embodiment of modern masculine values. It is not the story of a man but of a creative generation of men who dare to follow their passions and carve their own paths from inspiration, through hard work and collaboration, to self-made accomplishment and success.\n']",True,/productimages/sku/s1960673-main-Lhero.jpg,https://www.sephora.com/product/y-eau-de-toilette-P422354?icid2=products,s1960673-main-Lhero.jpg,"(194, 197, 211)"
